554 FFP linear_case well-constrained agree_well | 12.380905 0.294021 0.950648 0.199457 1.000000 0.188673 | 0.002836 0.009023 0.041972 0.000044 0.016960 | 12.372895 0.003008 0.002959 0.331570 0.043595 0.046533 0.804279 0.219319 0.142498 0.999979 0.000044 0.000045 0.136631 0.082799 0.039864 
559 FFP linear_case well-constrained agree_well | 39.417109 0.799324 0.379894 0.171407 1.000000 0.924081 | 0.000124 0.000749 0.000531 0.000025 0.001813 | 39.417048 0.000121 0.000127 0.800160 0.001695 0.001707 0.369208 0.001299 0.001260 0.999976 0.000026 0.000025 0.923198 0.004292 0.004207 
574 FFP linear_case well-constrained agree_well | 67.045320 2.853998 -0.549428 0.312802 1.000000 0.345874 | 0.001912 0.011810 0.003164 0.000061 0.003344 | 67.046669 0.001894 0.001887 2.864838 0.029766 0.030462 0.523781 0.008889 0.008733 0.999884 0.000061 0.000062 0.343603 0.008935 0.008625 
576 FFP linear_case well-constrained agree_well | 25.893643 2.164047 -0.191318 0.044162 1.000000 0.476815 | 0.000318 0.004395 0.000569 0.000064 0.001611 | 25.893660 0.000323 0.000330 2.171774 0.006659 0.006803 0.191695 0.000871 0.000883 0.999879 0.000065 0.000066 0.466864 0.002422 0.002440 
583 FFP linear_case well-constrained agree_well | 17.094636 2.778785 0.282021 0.012785 1.000000 0.505617 | 0.000739 0.007674 0.001178 0.000085 0.002605 | 17.094512 0.000750 0.000749 2.772380 0.012892 0.012487 0.283730 0.001988 0.002089 1.000050 0.000090 0.000086 0.506239 0.004343 0.004552 
588 FFP linear_case well-constrained agree_well | 5.220026 0.210732 0.794638 0.192879 1.000000 0.507952 | 0.000936 0.003922 0.022199 0.000066 0.026467 | 5.221549 0.000902 0.000916 0.210063 0.013707 0.015289 0.783813 0.100050 0.076301 1.000045 0.000064 0.000068 0.507642 0.127859 0.085335 
593 FFP linear_case well-constrained agree_well | 12.354191 8.807077 -0.053601 0.008911 1.000000 0.320362 | 0.000299 0.014255 0.000110 0.000116 0.000640 | 12.354440 0.000298 0.000305 8.907707 0.021075 0.021127 0.053335 0.000164 0.000162 0.999957 0.000120 0.000120 0.310770 0.000927 0.000912 
594 FFP linear_case well-constrained agree_well | 60.788554 0.800512 -0.453430 0.021840 1.000000 0.228577 | 0.002102 0.017071 0.015049 0.000103 0.010967 | 60.788009 0.002179 0.002099 0.820567 0.034044 0.033726 0.444253 0.029810 0.027960 1.000049 0.000104 0.000106 0.219086 0.021685 0.019356 
595 FFP linear_case well-constrained agree_well | 71.132801 0.934585 0.862153 0.016456 1.000000 0.625475 | 0.001672 0.006147 0.008453 0.000058 0.011782 | 71.133433 0.001705 0.001726 0.956714 0.026507 0.028101 0.835830 0.039898 0.036220 0.999953 0.000057 0.000057 0.584408 0.054533 0.046240 
597 FFP linear_case well-constrained agree_well | 26.655158 2.855707 0.641033 0.016927 1.000000 0.138825 | 0.005652 0.029920 0.010185 0.000053 0.003678 | 26.653904 0.005622 0.005630 2.790680 0.093015 0.093294 0.661335 0.036830 0.033529 1.000049 0.000054 0.000055 0.144866 0.014036 0.012112 
619 FFP linear_case well-constrained agree_well | 69.898139 2.759402 0.007465 0.004928 1.000000 0.213218 | 0.000025 0.006199 0.000018 0.000089 0.000529 | 69.907904 0.000025 0.000024 3.520065 0.012971 0.013555 0.006012 0.000029 0.000027 0.999161 0.000089 0.000090 0.149605 0.000643 0.000605 
626 FFP linear_case well-constrained agree_well | 47.435586 2.881649 0.178059 0.037487 1.000000 0.523121 | 0.000244 0.003359 0.000304 0.000049 0.000994 | 47.435402 0.000249 0.000255 2.905862 0.005301 0.005015 0.176982 0.000471 0.000481 0.999919 0.000051 0.000053 0.508522 0.001495 0.001504 
637 FFP linear_case well-constrained agree_well | 27.734640 0.102260 0.268694 0.143569 1.000000 0.558688 | 0.000103 0.001308 0.004981 0.000068 0.013486 | 27.734210 0.000101 0.000103 0.106126 0.001783 0.001718 0.237475 0.006003 0.006031 0.999977 0.000068 0.000065 0.506786 0.015236 0.014926 
655 FFP linear_case well-constrained agree_well | 41.394806 0.224342 -0.683288 0.122214 1.000000 0.368340 | 0.000715 0.003072 0.014073 0.000048 0.013109 | 41.394568 0.000736 0.000710 0.229865 0.009948 0.010649 0.644800 0.050448 0.043317 0.999975 0.000049 0.000048 0.338212 0.046223 0.036301 
661 FFP linear_case well-constrained agree_well | 27.367577 0.904992 0.795475 0.037149 1.000000 0.588314 | 0.001373 0.005434 0.007203 0.000054 0.009833 | 27.366220 0.001401 0.001406 0.943729 0.021197 0.021124 0.743197 0.027246 0.026090 1.000002 0.000054 0.000053 0.515871 0.034621 0.031575 
667 FFP linear_case well-constrained agree_well | 63.457060 1.914936 -0.577064 0.091427 1.000000 0.244506 | 0.003349 0.021007 0.009738 0.000077 0.006596 | 63.452085 0.003334 0.003421 1.841307 0.051759 0.051621 0.613715 0.028208 0.027284 0.999987 0.000079 0.000079 0.266193 0.020578 0.018822 
676 FFP linear_case well-constrained agree_well | 19.804973 0.846404 0.532788 0.034104 1.000000 0.264989 | 0.002716 0.019986 0.019699 0.000113 0.015090 | 19.804501 0.002762 0.002770 0.810404 0.041977 0.044871 0.568591 0.053674 0.044513 1.000162 0.000112 0.000112 0.290326 0.045521 0.034592 
678 FFP linear_case well-constrained agree_well | 19.478932 0.492625 -0.606182 0.058345 1.000000 0.707571 | 0.000585 0.002979 0.005698 0.000060 0.010814 | 19.479756 0.000582 0.000608 0.491910 0.008377 0.008424 0.606795 0.017075 0.016648 0.999951 0.000060 0.000060 0.705157 0.032588 0.030731 
680 FFP linear_case well-constrained agree_well | 63.593766 0.579930 0.779590 0.214681 1.000000 0.285442 | 0.002218 0.009622 0.019319 0.000058 0.013116 | 63.590004 0.002119 0.002328 0.572902 0.035309 0.038653 0.775028 0.090203 0.071814 0.999969 0.000059 0.000060 0.287209 0.065801 0.045604 
691 FFP linear_case well-constrained agree_well | 41.719981 0.371311 -0.120975 0.072648 1.000000 0.257544 | 0.000256 0.006718 0.002739 0.000147 0.006832 | 41.719828 0.000250 0.000258 0.362730 0.008009 0.007894 0.115761 0.003597 0.003471 0.999794 0.000152 0.000144 0.261830 0.008598 0.008172 
703 FFP linear_case well-constrained agree_well | 59.370886 0.207160 -0.123572 0.102428 1.000000 0.169499 | 0.000183 0.004159 0.002531 0.000100 0.004804 | 59.374873 0.000164 0.000169 0.262862 0.008443 0.008126 0.079183 0.003548 0.003359 1.000008 0.000098 0.000100 0.113019 0.005037 0.004847 
706 FFP linear_case well-constrained agree_well | 16.564748 0.498613 0.919458 0.080419 1.000000 0.835190 | 0.000811 0.002593 0.006994 0.000043 0.012623 | 16.562927 0.000824 0.000828 0.491782 0.015535 0.015364 0.939751 0.047955 0.045469 1.000000 0.000042 0.000041 0.869016 0.092146 0.081493 
707 FFP linear_case well-constrained agree_well | 37.175203 0.531602 0.514863 0.126439 1.000000 0.708808 | 0.000261 0.001322 0.001958 0.000034 0.004125 | 37.175140 0.000260 0.000273 0.530931 0.003785 0.003693 0.512496 0.005860 0.005908 1.000030 0.000034 0.000034 0.711989 0.012361 0.012167 
708 FFP linear_case well-constrained agree_well | 50.033587 1.267943 0.419793 0.016764 1.000000 0.215025 | 0.002731 0.025487 0.013088 0.000117 0.009422 | 50.036286 0.002768 0.002819 1.202973 0.042692 0.043307 0.460537 0.027278 0.024869 0.999999 0.000116 0.000117 0.239129 0.021303 0.018255 
711 FFP linear_case well-constrained agree_well | 67.258004 0.108691 -0.201617 0.167177 1.000000 0.319270 | 0.000114 0.002083 0.004276 0.000079 0.009903 | 67.258035 0.000115 0.000113 0.107489 0.002536 0.002549 0.181338 0.006535 0.006154 0.999888 0.000078 0.000075 0.322465 0.013329 0.012210 
725 FFP linear_case well-constrained agree_well | 33.888134 2.506510 0.472840 0.017792 1.000000 0.161398 | 0.001955 0.011907 0.003387 0.000038 0.001698 | 33.885030 0.001971 0.001944 2.519864 0.031488 0.031628 0.468527 0.009323 0.009126 1.000097 0.000040 0.000040 0.158200 0.004684 0.004441 
727 FFP linear_case well-constrained agree_well | 36.224922 0.853603 -0.339282 0.023935 1.000000 0.448870 | 0.000524 0.004662 0.002860 0.000071 0.004940 | 36.226146 0.000521 0.000501 0.850810 0.008282 0.008405 0.341603 0.005314 0.005235 1.000010 0.000070 0.000071 0.446412 0.009176 0.008950 
735 FFP linear_case well-constrained agree_well | 60.779654 16.971478 0.849684 0.009050 1.000000 0.655165 | 0.008271 0.034648 0.002191 0.000130 0.003221 | 60.783249 0.008464 0.008359 17.276492 0.258457 0.253543 0.829652 0.017806 0.017568 0.999706 0.000215 0.000212 0.620113 0.025309 0.024004 
742 FFP linear_case well-constrained agree_well | 27.528660 2.215058 0.024584 0.013615 1.000000 0.313322 | 0.000080 0.006920 0.000088 0.000134 0.001146 | 27.532307 0.000097 0.000094 2.066817 0.008822 0.008589 0.028847 0.000153 0.000156 1.000267 0.000134 0.000138 0.342429 0.001740 0.001768 
747 FFP linear_case well-constrained agree_well | 53.125452 1.880311 0.877245 0.027666 1.000000 0.475849 | 0.003650 0.013906 0.009621 0.000069 0.010114 | 53.135232 0.003718 0.003643 1.877172 0.064873 0.072215 0.880624 0.055424 0.046758 0.999894 0.000072 0.000070 0.477228 0.060590 0.047539 
754 FFP linear_case well-constrained agree_well | 21.049309 11.203522 -0.490351 0.037888 1.000000 0.673598 | 0.002450 0.017446 0.001107 0.000113 0.002249 | 21.048891 0.002468 0.002492 11.190298 0.050444 0.051280 0.491109 0.003365 0.003351 1.000102 0.000134 0.000139 0.672077 0.006761 0.006777 
775 FFP linear_case well-constrained agree_well | 61.179336 0.153261 0.509712 0.354687 1.000000 0.371661 | 0.000356 0.002512 0.011217 0.000056 0.014041 | 61.177090 0.000330 0.000347 0.171559 0.005264 0.005145 0.376125 0.018928 0.017779 1.000052 0.000053 0.000055 0.273269 0.018896 0.017165 
809 FFP linear_case well-constrained agree_well | 48.633153 0.387986 0.655020 0.093219 1.000000 0.496340 | 0.001068 0.005586 0.014600 0.000079 0.018684 | 48.635208 0.001038 0.001051 0.414829 0.015328 0.016383 0.581576 0.039056 0.033775 0.999925 0.000081 0.000080 0.404790 0.045246 0.036333 
826 FFP linear_case well-constrained agree_well | 17.533794 3.931059 0.277028 0.014349 1.000000 0.243932 | 0.001367 0.015279 0.001588 0.000077 0.001724 | 17.536197 0.001364 0.001385 3.894015 0.026911 0.027311 0.281733 0.002948 0.002867 1.000062 0.000082 0.000081 0.244924 0.003233 0.003113 
832 FFP linear_case well-constrained agree_well | 11.025346 1.056546 0.399206 0.038489 1.000000 0.771137 | 0.000478 0.003524 0.002086 0.000072 0.005537 | 11.026338 0.000468 0.000493 1.057598 0.006912 0.006950 0.398989 0.004316 0.004227 0.999970 0.000073 0.000074 0.767900 0.011543 0.011039 
835 FFP linear_case well-constrained agree_well | 36.879437 0.963269 0.234927 0.011745 1.000000 0.463860 | 0.000416 0.005066 0.001865 0.000092 0.004343 | 36.878510 0.000423 0.000414 0.958923 0.007707 0.007730 0.236020 0.002952 0.002832 1.000059 0.000093 0.000093 0.461082 0.006844 0.006633 
843 FFP linear_case well-constrained agree_well | 20.198751 3.118167 0.378693 0.011195 1.000000 0.576602 | 0.001171 0.009884 0.001846 0.000096 0.003788 | 20.198481 0.001168 0.001176 3.114585 0.018846 0.019230 0.381072 0.003771 0.003554 1.000038 0.000099 0.000104 0.573870 0.007634 0.007253 
870 FFP linear_case well-constrained agree_well | 20.133090 0.628844 0.271284 0.240740 1.000000 0.971253 | 0.000046 0.000308 0.000151 0.000015 0.000862 | 20.133045 0.000046 0.000047 0.641441 0.000631 0.000649 0.227370 0.000394 0.000375 0.999970 0.000016 0.000015 0.932201 0.001805 0.001756 
871 FFP linear_case well-constrained agree_well | 41.627248 0.884430 0.686851 0.114892 1.000000 0.249702 | 0.001979 0.008839 0.010362 0.000047 0.006517 | 41.626197 0.002053 0.002021 0.925412 0.031409 0.031291 0.641080 0.036613 0.033267 0.999977 0.000046 0.000049 0.221747 0.021742 0.018614 
878 FFP linear_case well-constrained agree_well | 62.380400 1.136208 0.237814 0.027048 1.000000 0.489704 | 0.000334 0.003833 0.001211 0.000069 0.002953 | 62.380172 0.000321 0.000339 1.134196 0.005933 0.006247 0.238167 0.001996 0.001938 1.000053 0.000069 0.000069 0.486853 0.004883 0.004630 
882 FFP linear_case well-constrained agree_well | 36.680373 0.534194 0.741462 0.109610 1.000000 0.861273 | 0.000504 0.001919 0.004016 0.000041 0.008346 | 36.679746 0.000492 0.000501 0.535660 0.007806 0.007410 0.736698 0.016716 0.017100 1.000029 0.000041 0.000040 0.854509 0.034829 0.034697 
885 FFP linear_case well-constrained agree_well | 14.469718 1.989792 0.446792 0.022665 1.000000 0.616815 | 0.000551 0.003406 0.001183 0.000043 0.002336 | 14.469300 0.000552 0.000565 1.994463 0.008111 0.008071 0.445721 0.002858 0.003011 1.000026 0.000047 0.000044 0.610353 0.005571 0.005822 
904 FFP linear_case well-constrained agree_well | 13.777281 5.090827 -0.781749 0.005352 1.000000 0.344288 | 0.006511 0.030733 0.007024 0.000080 0.005663 | 13.783776 0.006597 0.006500 5.073272 0.121083 0.125047 0.786155 0.031049 0.028775 0.999931 0.000083 0.000085 0.343095 0.025507 0.022485 
906 FFP linear_case well-constrained agree_well | 9.456615 0.302979 0.820406 0.079681 1.000000 0.513088 | 0.001477 0.006579 0.027206 0.000081 0.031934 | 9.457868 0.001434 0.001486 0.250755 0.023924 0.021784 1.119272 0.165661 0.148952 0.999969 0.000083 0.000083 0.948394 0.347377 0.246874 
915 FFP linear_case well-constrained agree_well | 28.166283 0.419182 0.937456 0.509854 1.000000 0.862046 | 0.000621 0.001940 0.005858 0.000039 0.011492 | 28.166311 0.000633 0.000618 0.403443 0.010608 0.010808 0.956186 0.041690 0.038392 0.999992 0.000040 0.000038 1.010121 0.091574 0.079524 
921 FFP linear_case well-constrained agree_well | 69.895983 0.131590 -0.993676 0.202249 1.000000 0.475880 | 0.001001 0.003454 0.038362 0.000051 0.038162 | 69.897384 0.001068 0.001098 0.091588 0.014088 0.013560 1.741652 0.403460 0.321673 1.000056 0.000053 0.000052 1.777421 1.456302 0.734575 
930 FFP linear_case well-constrained agree_well | 12.368444 2.249309 0.232906 0.015328 1.000000 0.646215 | 0.000263 0.002782 0.000438 0.000049 0.001420 | 12.367839 0.000255 0.000259 2.255582 0.004793 0.004555 0.232787 0.000734 0.000779 0.999939 0.000050 0.000050 0.639671 0.002316 0.002492 
941 FFP linear_case well-constrained agree_well | 43.488715 0.775346 0.767047 0.063824 1.000000 0.587424 | 0.001434 0.006042 0.009080 0.000065 0.012620 | 43.487484 0.001395 0.001519 0.796336 0.023265 0.022952 0.734551 0.034925 0.033089 1.000057 0.000067 0.000068 0.541447 0.046944 0.042070 
945 FFP linear_case well-constrained agree_well | 28.896478 1.404120 -0.256466 0.027392 1.000000 0.713945 | 0.000259 0.002597 0.000729 0.000058 0.002434 | 28.896564 0.000266 0.000257 1.405734 0.004344 0.004331 0.256470 0.001231 0.001234 0.999963 0.000059 0.000058 0.707589 0.004028 0.004087 
952 FFP linear_case well-constrained agree_well | 18.822470 0.466977 0.206109 0.104626 1.000000 0.235240 | 0.000355 0.005160 0.003094 0.000079 0.004354 | 18.820819 0.000361 0.000349 0.477504 0.007753 0.007859 0.191959 0.004795 0.004529 0.999925 0.000079 0.000078 0.223751 0.006276 0.005948 
960 FFP linear_case well-constrained agree_well | 16.346972 0.968264 0.969296 0.061189 1.000000 0.257493 | 0.004829 0.017735 0.026148 0.000054 0.014177 | 16.349473 0.005126 0.004951 0.853395 0.093319 0.092167 1.173124 0.218697 0.170463 1.000048 0.000054 0.000052 0.383023 0.189265 0.109959 
976 FFP linear_case well-constrained agree_well | 18.432704 23.478471 -0.166737 0.003303 1.000000 0.292502 | 0.001559 0.034315 0.000304 0.000136 0.000578 | 18.432893 0.001598 0.001594 23.744743 0.086656 0.083234 0.165335 0.000719 0.000763 0.999606 0.000207 0.000203 0.284930 0.001335 0.001417 
991 FFP linear_case well-constrained agree_well | 20.154058 0.818920 -0.501211 0.187542 1.000000 0.544720 | 0.001157 0.008348 0.007743 0.000108 0.012987 | 20.152294 0.001145 0.001151 0.843698 0.017396 0.017565 0.471791 0.015863 0.015420 0.999892 0.000107 0.000104 0.508380 0.025504 0.023797 
996 FFP linear_case well-constrained agree_well | 27.981970 0.227466 0.979523 0.145217 1.000000 0.381152 | 0.001679 0.005548 0.034747 0.000054 0.027839 | 27.982222 0.001608 0.001657 0.184633 0.023925 0.022718 1.325864 0.277873 0.224796 0.999975 0.000052 0.000055 0.756935 0.462664 0.260385 
410 FFP linear_case well-constrained agree_well | 20.408158 0.119468 -0.355896 0.391770 1.000000 0.395301 | 0.000125 0.001589 0.007510 0.007638 0.000058 0.010122 | 20.407975 0.000122 0.000125 0.113905 0.002538 0.002626 0.373838 0.014214 0.012721 0.410938 0.014095 0.012749 0.999853 0.000058 0.000056 0.422828 0.020081 0.017504 
445 FFP linear_case well-constrained agree_well | 14.272937 0.204826 -0.026700 0.078186 1.000000 0.033097 | 0.000233 0.013146 0.005870 0.005929 0.000093 0.002721 | 14.271625 0.000122 0.000119 0.257858 0.023750 0.021573 0.000088 0.003827 0.003931 0.054083 0.005129 0.004702 1.000041 0.000091 0.000094 0.022201 0.002169 0.001995 
450 FFP linear_case well-constrained agree_well | 67.706219 0.364240 -0.042674 0.106758 1.000000 0.863568 | 0.000015 0.000371 0.000187 0.000132 0.000032 0.001283 | 67.706006 0.000016 0.000016 0.363588 0.000623 0.000632 0.045368 0.000311 0.000320 0.110725 0.000243 0.000241 0.999985 0.000032 0.000033 0.865579 0.002266 0.002261 
455 FFP linear_case well-constrained agree_well | 63.188449 0.113656 0.050924 0.133484 1.000000 0.104309 | 0.000076 0.004513 0.008571 0.006289 0.000064 0.006227 | 63.188262 0.000073 0.000078 0.114151 0.005677 0.005328 0.045753 0.010474 0.011026 0.131517 0.007783 0.007403 0.999836 0.000065 0.000064 0.102298 0.007651 0.007257 
485 FFP linear_case well-constrained agree_well | 45.168749 0.149458 0.245372 0.338620 1.000000 0.368831 | 0.000099 0.001378 0.003985 0.004110 0.000063 0.005961 | 45.169108 0.000095 0.000097 0.143883 0.002713 0.002755 0.257997 0.009305 0.008930 0.352928 0.009511 0.009226 1.000002 0.000063 0.000063 0.389957 0.014409 0.013480 
518 FFP linear_case well-constrained agree_well | 57.255943 0.300129 -0.043161 0.064019 1.000000 0.158859 | 0.000060 0.005547 0.001190 0.001356 0.000108 0.003742 | 57.255993 0.000062 0.000064 0.304979 0.006638 0.006381 0.040779 0.001369 0.001346 0.062712 0.001497 0.001503 1.000081 0.000109 0.000106 0.152457 0.004093 0.004125 
519 FFP linear_case well-constrained agree_well | 5.482147 0.865197 0.364590 0.470645 1.000000 0.630597 | 0.000179 0.001756 0.001325 0.001346 0.000043 0.002530 | 5.482047 0.000181 0.000182 0.870861 0.004503 0.004152 0.360833 0.003230 0.003488 0.469042 0.003232 0.003530 0.999940 0.000043 0.000046 0.615583 0.006061 0.006557 
521 FFP linear_case well-constrained agree_well | 28.569241 0.295139 0.069901 0.074987 1.000000 0.043164 | 0.000291 0.018303 0.005446 0.006266 0.000120 0.003405 | 28.568263 0.000228 0.000226 0.383980 0.035071 0.031914 0.046916 0.005369 0.004832 0.051662 0.005652 0.005279 0.999939 0.000119 0.000117 0.028408 0.003170 0.002846 
523 FFP linear_case well-constrained agree_well | 25.248471 2.622116 0.008091 0.029160 1.000000 0.005791 | 0.000162 0.037497 0.000457 0.000437 0.000024 0.000092 | 25.247664 0.000147 0.000160 2.941710 0.084505 0.084909 0.000028 0.000606 0.000632 0.024953 0.000748 0.000718 0.999974 0.000025 0.000025 0.004843 0.000149 0.000141 
539 FFP linear_case well-constrained agree_well | 18.474009 0.138597 0.068442 0.086066 1.000000 0.117856 | 0.000095 0.006354 0.002801 0.004076 0.000138 0.006769 | 18.474030 0.000092 0.000097 0.139159 0.007270 0.007427 0.046781 0.009178 0.005039 0.030566 0.030790 0.021010 0.999825 0.000138 0.000134 0.114689 0.008792 0.007294 
550 FFP linear_case well-constrained agree_well | 53.494561 0.231437 0.167290 0.213970 1.000000 0.028754 | 0.000543 0.017737 0.019826 0.021144 0.000053 0.003476 | 53.494495 0.000502 0.000541 0.219413 0.024268 0.021040 0.178062 0.030517 0.027441 0.225925 0.031207 0.028536 0.999994 0.000053 0.000052 0.030829 0.005506 0.004786 
551 FFP linear_case well-constrained agree_well | 15.246380 0.360587 0.049042 0.129451 1.000000 0.062131 | 0.000315 0.017133 0.007379 0.007232 0.000134 0.004076 | 15.246503 0.000324 0.000327 0.409635 0.033400 0.032184 0.029355 0.013312 0.031942 0.111914 0.011298 0.009977 1.000195 0.000138 0.000134 0.052149 0.006291 0.005378 
633 FFP linear_case well-constrained agree_well | 42.382673 0.059133 0.143235 0.231335 1.000000 0.083870 | 0.000080 0.002477 0.014384 0.012592 0.000037 0.006157 | 42.382716 0.000077 0.000078 0.053397 0.003447 0.003267 0.163142 0.025170 0.022521 0.259885 0.022967 0.020380 0.999998 0.000035 0.000038 0.095308 0.011642 0.009932 
674 FFP linear_case well-constrained agree_well | 40.600134 0.285930 -0.146018 0.223490 1.000000 0.125814 | 0.000348 0.010271 0.009866 0.010125 0.000122 0.007240 | 40.599969 0.000343 0.000335 0.264558 0.014744 0.013529 0.157403 0.016262 0.015549 0.241591 0.016937 0.016577 0.999816 0.000119 0.000122 0.137703 0.012577 0.011702 
701 FFP linear_case well-constrained agree_well | 56.259212 0.034540 0.316128 0.575003 1.000000 0.521880 | 0.000121 0.000811 0.020684 0.017396 0.000103 0.023226 | 56.259281 0.000123 0.000117 0.044625 0.002502 0.003674 0.059973 0.107751 0.141792 0.398268 0.051990 0.028056 0.999893 0.000110 0.000102 0.305184 0.058644 0.028505 
720 FFP linear_case well-constrained agree_well | 67.465238 0.403927 -0.034842 0.044845 1.000000 0.213985 | 0.000028 0.001799 0.000213 0.000252 0.000060 0.001187 | 67.466244 0.000022 0.000022 0.470109 0.003505 0.003431 0.027713 0.000270 0.000270 0.037546 0.000320 0.000320 0.999847 0.000060 0.000058 0.171011 0.001536 0.001534 
778 FFP linear_case well-constrained agree_well | 18.546856 0.571748 -0.028711 0.077459 1.000000 0.012466 | 0.000305 0.028225 0.004454 0.004358 0.000043 0.000795 | 18.546905 0.000324 0.000299 0.659633 0.049026 0.046090 0.001890 0.013278 0.014392 0.065944 0.005366 0.005038 0.999940 0.000043 0.000042 0.010209 0.000944 0.000836 
820 FFP linear_case well-constrained agree_well | 48.913276 0.082717 0.120184 0.191058 1.000000 0.052526 | 0.000208 0.009080 0.028619 0.025239 0.000062 0.009304 | 48.913303 0.000208 0.000208 0.091526 0.014042 0.011437 0.085233 0.033047 0.034798 0.167720 0.029430 0.026748 1.000084 0.000060 0.000057 0.043313 0.010110 0.008793 
844 FFP linear_case well-constrained agree_well | 7.906460 0.103119 -0.083726 0.102550 1.000000 0.041266 | 0.000249 0.011710 0.012694 0.013525 0.000085 0.006287 | 7.906228 0.000266 0.000190 0.106656 0.012562 0.010513 0.070762 0.016625 0.017065 0.079888 0.023896 0.053635 0.999991 0.000086 0.000079 0.038916 0.005713 0.005273 
845 FFP linear_case well-constrained agree_well | 24.736196 0.529505 -0.010952 0.043885 1.000000 0.087299 | 0.000038 0.005787 0.000609 0.000535 0.000059 0.001162 | 24.736217 0.000038 0.000039 0.526923 0.007056 0.007193 0.010372 0.000747 0.000719 0.044161 0.000664 0.000638 1.000013 0.000060 0.000061 0.087543 0.001442 0.001400 
848 FFP linear_case well-constrained agree_well | 72.907500 0.122393 0.139930 0.153415 1.000000 0.229712 | 0.000071 0.002282 0.003561 0.003888 0.000068 0.006386 | 72.907554 0.000070 0.000074 0.114922 0.002465 0.002299 0.150032 0.004251 0.004251 0.162424 0.004758 0.004690 0.999960 0.000065 0.000070 0.248859 0.007607 0.007870 
853 FFP linear_case well-constrained agree_well | 13.939372 0.057291 0.459243 0.470818 1.000000 0.538921 | 0.000111 0.001380 0.019471 0.021723 0.000063 0.027065 | 13.939515 0.000107 0.000113 0.060464 0.002367 0.002142 0.416925 0.029679 0.032007 0.419755 0.033239 0.036036 1.000072 0.000062 0.000063 0.485840 0.038728 0.038614 
894 FFP linear_case well-constrained agree_well | 36.315944 0.160514 -0.163493 0.218846 1.000000 0.116591 | 0.000104 0.002971 0.005094 0.005220 0.000039 0.003509 | 36.316469 0.000106 0.000104 0.168186 0.004173 0.004256 0.148449 0.006455 0.006295 0.201821 0.006578 0.006300 1.000043 0.000039 0.000040 0.106084 0.004483 0.004171 
899 FFP linear_case well-constrained agree_well | 69.753886 0.138325 -0.118338 0.324940 1.000000 0.751396 | 0.000040 0.000457 0.002275 0.001374 0.000048 0.004364 | 69.753822 0.000040 0.000040 0.136134 0.001215 0.001238 0.120626 0.005551 0.005504 0.329412 0.004111 0.004023 1.000040 0.000047 0.000048 0.766704 0.013129 0.013062 
917 FFP linear_case well-constrained agree_well | 51.823052 0.243040 -0.166475 0.343701 1.000000 0.538038 | 0.000079 0.001109 0.002530 0.002099 0.000055 0.004500 | 51.823545 0.000077 0.000079 0.231088 0.002280 0.002172 0.201269 0.005124 0.005805 0.378350 0.005120 0.005326 0.999996 0.000056 0.000054 0.592860 0.010929 0.011484 
933 FFP linear_case well-constrained agree_well | 39.072653 0.033309 1.054348 1.169783 1.000000 0.622142 | 0.000228 0.002922 0.168016 0.168478 0.000069 0.149793 | 39.072405 0.000236 0.000268 0.029662 0.004801 0.004290 1.240501 0.410990 0.298601 1.379321 0.411240 0.296524 1.000043 0.000071 0.000069 0.796976 0.467153 0.272489 
983 FFP linear_case well-constrained agree_well | 9.138833 0.095546 0.297304 0.349373 1.000000 0.101116 | 0.000175 0.002176 0.010753 0.011088 0.000035 0.004199 | 9.138034 0.000182 0.000188 0.109955 0.006009 0.005840 0.225570 0.021435 0.018896 0.283349 0.021203 0.019120 0.999995 0.000034 0.000034 0.074337 0.007587 0.006429 
995 FFP linear_case well-constrained agree_well | 27.148625 0.473300 -0.041664 0.041763 1.000000 0.014496 | 0.000173 0.021346 0.002643 0.002993 0.000040 0.000792 | 27.148456 0.000171 0.000178 0.502082 0.029512 0.026985 0.040598 0.003036 0.002965 0.041681 0.003377 0.003397 0.999999 0.000041 0.000040 0.013542 0.000921 0.000896 
